portal,nome,nome_submenu,id_submenu,submenu_ordem,id_consulta,titulo_consulta,tipo_consulta
825,Receitas e Despesas,Despesas públicas,35345,2,71075,Adiantamentos,CONSULTA_PADRAO
825,Receitas e Despesas,Despesas públicas,35345,2,71069,Despesas com Pessoal,CONSULTA_PADRAO
825,Receitas e Despesas,Despesas públicas,35345,2,71059,Despesas de Diárias e Viagens,CONSULTA_PADRAO
825,Receitas e Despesas,Despesas públicas,35345,2,71061,Despesas Orçamentárias,CONSULTA_PADRAO
825,Receitas e Despesas,Despesas públicas,35345,2,71062,Despesas por Credor,CONSULTA_PADRAO
825,Receitas e Despesas,Despesas públicas,35345,2,71063,Despesas por Programas e Ações,CONSULTA_PADRAO
825,Receitas e Despesas,Despesas públicas,35345,2,71031,Execução Detalhada de Despesas,CONSULTA_PADRAO
825,Receitas e Despesas,Despesas públicas,35345,2,71020,Ordem cronológica de empenhos pagos,AGRUPADOR
825,Receitas e Despesas,Execução Extraorçamentária,35344,3,71043,Receitas e Despesas Extraorçamentárias,CONSULTA_PADRAO
825,Pessoal,Quadros de pessoal,35359,2,71074,Cargos e Vencimentos,CONSULTA_PADRAO
825,Pessoal,Servidores,35358,1,75629,Servidores e Remunerações-,CONSULTA_PADRAO
825,Pessoal,Servidores,35358,1,71025,Servidores Públicos,CONSULTA_PADRAO
825,Pessoal,Servidores,35358,1,71027,Servidores Públicos Ativos,CONSULTA_PADRAO
825,Pessoal,Folha de pagamento,35357,3,71058,Folha de Pagamento,AGRUPADOR
825,Licitações e Contratos,Compras Diretas,35363,3,71073,Compras Diretas,CONSULTA_PADRAO
825,Licitações e Contratos,Processos Licitatórios,35362,1,71050,Dispensa de Licitação,CONSULTA_PADRAO
825,Licitações e Contratos,Processos Licitatórios,35362,1,71048,Processos Licitatórios,CONSULTA_PADRAO
825,Licitações e Contratos,Processos Licitatórios,35362,1,71017,Processos Licitatórios Finalizados,CONSULTA_PADRAO
825,Licitações e Contratos,Contratos,35361,2,71071,Contratos,CONSULTA_PADRAO
825,Licitações e Contratos,Contratos,35361,2,171117,Fiscais de Contratos,AGRUPADOR
825,Demonstrativos e Relatórios,Demonstrativos,35355,2,71056,Movimentação Bancária,CONSULTA_PADRAO
825,Demonstrativos e Relatórios,Demonstrativos,35355,2,71035,Transferências Financeiras Concedidas,CONSULTA_PADRAO
825,Demonstrativos e Relatórios,Demonstrativos,35355,2,71034,Transferências Financeiras Recebidas,CONSULTA_PADRAO
825,Demonstrativos e Relatórios,Relatórios,35354,1,154481,Movimentação Bancária Mensal,CONSULTA_PADRAO
825,Demonstrativos e Relatórios,Relatórios,35354,1,71037,Relatórios da Lei de Responsabilidade Fiscal,RELATORIOS
825,Mais consultas,Covid-19,35351,2,71072,Compras Diretas - COVID-19,CONSULTA_PADRAO
482,Administração,Frotas,24346,2,39911,Relação de Veículos,CONSULTA_PADRAO
482,Administração,Almoxarifado,24345,1,39928,Movimentação de Estoque,CONSULTA_PADRAO
482,Receitas e Despesas,Receitas públicas,24343,1,58360,Convênios recebidos,CONSULTA_PADRAO
482,Receitas e Despesas,Receitas públicas,24343,1,39930,Incentivos Fiscais Concedidos,CONSULTA_PADRAO
482,Receitas e Despesas,Receitas públicas,24343,1,39924,Parcerias e Convênios Repassados,CONSULTA_PADRAO
482,Receitas e Despesas,Receitas públicas,24343,1,39897,Receita Prevista x Realizada,LISTA_EM_ARVORE
482,Receitas e Despesas,Receitas públicas,24343,1,39917,Receitas Orçamentárias,CONSULTA_PADRAO
482,Receitas e Despesas,Receitas públicas,24343,1,39918,Receitas Orçamentárias Diárias,CONSULTA_PADRAO
482,Receitas e Despesas,Receitas públicas,24343,1,39914,Receitas Tributárias Arrecadadas,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39948,Adiantamentos,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39942,Despesas com Pessoal,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39932,Despesas de Diárias e Viagens,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39934,Despesas Orçamentárias,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39935,Despesas por Credor,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39936,Despesas por Programas e Ações,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39904,Execução Detalhada de Despesas,CONSULTA_PADRAO
482,Receitas e Despesas,Despesas públicas,24342,2,39896,Ordem cronológica de empenhos a pagar,AGRUPADOR
482,Receitas e Despesas,Despesas públicas,24342,2,39895,Ordem cronológica de empenhos pagos,AGRUPADOR
482,Receitas e Despesas,Execução Extraorçamentária,24341,3,39916,Receitas e Despesas Extraorçamentárias,CONSULTA_PADRAO
482,Licitações e Contratos,Notas Fiscais,24361,4,39927,Notas Fiscais Recebidas,CONSULTA_PADRAO
482,Licitações e Contratos,Compras Diretas,24360,3,39946,Compras Diretas,CONSULTA_PADRAO
482,Licitações e Contratos,Processos Licitatórios,24359,1,39923,Dispensa de Licitação,CONSULTA_PADRAO
482,Licitações e Contratos,Processos Licitatórios,24359,1,39922,Inexigibilidade de Licitação,CONSULTA_PADRAO
482,Licitações e Contratos,Processos Licitatórios,24359,1,39921,Processos Licitatórios,CONSULTA_PADRAO
482,Licitações e Contratos,Contratos,24358,2,39944,Contratos,CONSULTA_PADRAO
482,Licitações e Contratos,Contratos,24358,2,170528,Fiscais de Contratos,AGRUPADOR
482,Pessoal,Quadros de pessoal,24356,2,39947,Cargos e Vencimentos,CONSULTA_PADRAO
482,Pessoal,Servidores,24355,1,39939,Estagiários,CONSULTA_PADRAO
482,Pessoal,Servidores,24355,1,39903,Servidores Cedidos/Recebidos,CONSULTA_PADRAO
482,Pessoal,Servidores,24355,1,75632,Servidores e Remunerações-,CONSULTA_PADRAO
482,Pessoal,Servidores,24355,1,39898,Servidores Públicos,CONSULTA_PADRAO
482,Pessoal,Servidores,24355,1,39900,Servidores Públicos Ativos,CONSULTA_PADRAO
482,Pessoal,Folha de pagamento,24354,3,39931,Folha de Pagamento,AGRUPADOR
482,Obras e Patrimônio público,Obras,24339,5,39926,Obras Públicas,CONSULTA_PADRAO
482,Obras e Patrimônio público,Bens Patrimoniais,24338,1,39912,Relação de Bens do Patrimônio Público,CONSULTA_PADRAO
482,Demonstrativos e Relatórios,Demonstrativos,24352,2,39929,Movimentação Bancária,CONSULTA_PADRAO
482,Demonstrativos e Relatórios,Demonstrativos,24352,2,39908,Transferências Financeiras Concedidas,CONSULTA_PADRAO
482,Demonstrativos e Relatórios,Demonstrativos,24352,2,39907,Transferências Financeiras Recebidas,CONSULTA_PADRAO
482,Demonstrativos e Relatórios,Demonstrativos,24352,2,39906,Transferências Voluntárias,CONSULTA_PADRAO
482,Demonstrativos e Relatórios,Relatórios,24351,1,153882,Movimentação Bancária Mensal,CONSULTA_PADRAO
482,Demonstrativos e Relatórios,Relatórios,24351,1,44646,Relatórios da Lei 4.320/64,RELATORIOS
482,Demonstrativos e Relatórios,Relatórios,24351,1,44136,Relatórios da Lei 9.755/98,RELATORIOS
482,Demonstrativos e Relatórios,Relatórios,24351,1,39910,Relatórios da Lei de Responsabilidade Fiscal,RELATORIOS
482,Mais consultas,Educação Transparente,24349,1,39943,Contratos - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39941,Despesas com Pessoal - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39933,Despesas de Diárias e Viagens - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39937,Despesas por Programas e Ações - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39940,Execução Detalhada de Despesas - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39925,Obras Públicas - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39920,Processos Licitatórios - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39913,Relação de Bens do Patrimônio - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39902,Servidores e Remunerações - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39899,Servidores Públicos Ativos - Educação,CONSULTA_PADRAO
482,Mais consultas,Educação Transparente,24349,1,39901,Servidores Públicos - Educação,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39945,Compras Diretas - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39905,Contratos - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39938,Despesas - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39919,Processos Licitatórios - COVID-19,CONSULTA_PADRAO
482,Mais consultas,Covid-19,24348,2,39915,Receitas - COVID-19,CONSULTA_PADRAO
385,1. PORTAL COVID-19,INEXISTENTE,INEXISTENTE,INEXISTENTE,1787,Boletim Covid-19,LINK
385,1. PORTAL COVID-19,INEXISTENTE,INEXISTENTE,INEXISTENTE,1793,Despesas Covid-19 do Legislativo,LINK
385,1. PORTAL COVID-19,INEXISTENTE,INEXISTENTE,INEXISTENTE,1788,Vacinômetro Covid-19,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,33309,Publicações,RELATORIOS
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1749,Atos Normativos (Legislações),LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1738,Comissões Parlamentares,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1739,Como chegar no município de Acrelândia,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1754,Diário Oficial (DOE),LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1736,Estrutura Organizacional,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1740,Funções do Parlamento,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1741,História da Câmara Municipal,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1748,Horários e contatos,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1751,Lei Orgânica Municipal,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1755,Perguntas e Respostas Frequentes - FAQ (LGPD),LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1756,Perguntas Frequentes (FAQ) - Portal da Transparência,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,615,Portal Oficial Institucional e Transparência,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1753,Radar ATRICON,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1750,Regimento Interno,LINK
385,2. INFORMAÇÕES INSTITUCIONAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1737,Vereadores,LINK
385,3. RECEITAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,53538,Ordem cronológica de empenhos a pagar,AGRUPADOR
385,3. RECEITAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,53979,Ordem cronológica de empenhos pagos,AGRUPADOR
385,3. RECEITAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1762,Devolução de Duodécimo - Transferências realizadas (saída de recursos),LINK
385,3. RECEITAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1761,Duodécimos - Transferência de Recursos (Entrada de recursos),LINK
385,3. RECEITAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1760,Receitas Extraorçamentárias,LINK
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32526,Adiantamentos,CONSULTA_PADRAO
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32520,Despesas com Pessoal,CONSULTA_PADRAO
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32510,Despesas de Diárias e Viagens,CONSULTA_PADRAO
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32512,Despesas Orçamentárias,CONSULTA_PADRAO
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32513,Despesas por Credor,CONSULTA_PADRAO
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32514,Despesas por Programas e Ações,CONSULTA_PADRAO
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32482,Execução Detalhada de Despesas,CONSULTA_PADRAO
385,4. DESPESAS PÚBLICAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,35664,Execução Detalhada de Despesas - ( Empenhado - Liquidado - Pago ),CONSULTA_PADRAO
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,58771,Convênios recebidos,CONSULTA_PADRAO
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32507,Movimentação Bancária,CONSULTA_PADRAO
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,154413,Movimentação Bancária Mensal,CONSULTA_PADRAO
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32502,Parcerias e Convênios Repassados,CONSULTA_PADRAO
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1801,Convênios e Contratos de Repasses,LINK
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1775,Movimentação Bancária,LINK
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1779,Transferências Concedidas,LINK
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1781,Transferências Recebidas,LINK
385,5. CONVÊNIOS E TRANSFERÊNCIAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,1782,Transferências Voluntárias,LINK
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,32525,Cargos e Vencimentos,CONSULTA_PADRAO
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,32517,Estagiários,CONSULTA_PADRAO
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,32509,Folha de Pagamento,AGRUPADOR
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,32481,Servidores Cedidos/Recebidos,CONSULTA_PADRAO
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,32529,Servidores e Remunerações,CONSULTA_PADRAO
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,32476,Servidores Públicos,CONSULTA_PADRAO
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,32478,Servidores Públicos Ativos,CONSULTA_PADRAO
385,6. RECURSOS HUMANOS (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,1806,Servidores Terceirizados,LINK
385,8. LICITAÇÕES,INEXISTENTE,INEXISTENTE,INEXISTENTE,32501,Dispensa de Licitação,CONSULTA_PADRAO
385,8. LICITAÇÕES,INEXISTENTE,INEXISTENTE,INEXISTENTE,32500,Inexigibilidade de Licitação,CONSULTA_PADRAO
385,8. LICITAÇÕES,INEXISTENTE,INEXISTENTE,INEXISTENTE,32499,Processos Licitatórios,CONSULTA_PADRAO
385,9. CONTRATOS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32522,Contratos,CONSULTA_PADRAO
385,10. OBRAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32504,Obras Públicas,CONSULTA_PADRAO
385,RELATÓRIOS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32488,Relatórios da Lei de Responsabilidade Fiscal,RELATORIOS
385,BENS PATRIMONIAIS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32490,Relação de Bens do Patrimônio Público,CONSULTA_PADRAO
385,DEMONSTRATIVOS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32486,Transferências Financeiras Concedidas,CONSULTA_PADRAO
385,DEMONSTRATIVOS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32485,Transferências Financeiras Recebidas,CONSULTA_PADRAO
385,DEMONSTRATIVOS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32484,Transferências Voluntárias,CONSULTA_PADRAO
385,FROTAS,INEXISTENTE,INEXISTENTE,INEXISTENTE,32489,Relação de Veículos,CONSULTA_PADRAO
385,EXECUÇÃO EXTRA-ORÇAMENTARIA,INEXISTENTE,INEXISTENTE,INEXISTENTE,32494,Receitas e Despesas Extraorçamentárias,CONSULTA_PADRAO
385,ALMOXARIFADO & ESTOQUE,INEXISTENTE,INEXISTENTE,INEXISTENTE,32506,Movimentação de Estoque,CONSULTA_PADRAO
363,1. Informações Prioritárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1914,Página Oficial Institucional de Acrelândia,LINK
363,1. Informações Prioritárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1918,Página Oficial Institucional Poder Legislativo de Acrelândia,LINK
363,1. Informações Prioritárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1920,Portal da Transparência de Acrelândia,LINK
363,1. Informações Prioritárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1915,Radar ATRICON,LINK
363,1. Informações Prioritárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1919,Site MPAC,LINK
363,1. Informações Prioritárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1916,Site TCEAC,LINK
363,1. Informações Prioritárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1917,Site TJAC,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1921,2.1 Estrutura organizacional,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1922,2.2 Competências e/ou atribuições,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1923,2.3 Nome dos atuais responsáveis pela gestão do Poder/Órgão,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1924,2.4 Endereços e telefones atuais e e-mails institucionais,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1925,2.5 Divulga o horário de atendimento,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1926,2.6 Atos normativos próprios,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1928,2.7 Perguntas e respostas (LGPD),LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1927,2.7 Perguntas e respostas mais frequentes relacionadas às atividades,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1929,2.7 Perguntas e respostas (Transparência),LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1930,2.8 Rede social - Facebook,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1932,2.8 Rede Social - Instagram,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1931,2.8 Rede social - Youtube,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,1933,2.9 Botão do Radar da Transparência Pública,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,2058,Agenda do Chefe do Executivo Municipal,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,2000,Ex-prefeitos,LINK
363,2. Informações Institucionais,INEXISTENTE,INEXISTENTE,INEXISTENTE,2001,Telefones Úteis,LINK
363,3. Receitas,INEXISTENTE,INEXISTENTE,INEXISTENTE,179303,3.1 Receitas (Previsão e realização),LISTA_EM_ARVORE
363,3. Receitas,INEXISTENTE,INEXISTENTE,INEXISTENTE,180646,"3.2 Receitas por classificação - Categoria econômica, origem e espécie",CONSULTA_PADRAO
363,3. Receitas,INEXISTENTE,INEXISTENTE,INEXISTENTE,179243,3.3. Lista dos inscritos em dívida ativa,CONSULTA_PADRAO
363,3. Receitas,INEXISTENTE,INEXISTENTE,INEXISTENTE,179169,Receitas Tributárias Arrecadadas,CONSULTA_PADRAO
363,4. Despesas,INEXISTENTE,INEXISTENTE,INEXISTENTE,179305,"4.1 Despesas empenhadas, liquidadas e pagas",CONSULTA_PADRAO
363,4. Despesas,INEXISTENTE,INEXISTENTE,INEXISTENTE,179306,4.2 Despesas por classificação orçamentária,CONSULTA_PADRAO
363,4. Despesas,INEXISTENTE,INEXISTENTE,INEXISTENTE,179307,4.3 Despesas por Credor/beneficiário,CONSULTA_PADRAO
363,4. Despesas,INEXISTENTE,INEXISTENTE,INEXISTENTE,179136,Despesas por Programas e Ações,CONSULTA_PADRAO
363,4. Despesas,INEXISTENTE,INEXISTENTE,INEXISTENTE,1939,Consulta de Pagamentos de Precatórios (TJAC),LINK
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,179189,Transferências Financeiras Concedidas,CONSULTA_PADRAO
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,179191,Transferências Financeiras Recebidas,CONSULTA_PADRAO
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,179193,Transferências Voluntárias,CONSULTA_PADRAO
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,1940,5.1 Consulta de Convênios e Acordos,LINK
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,1938,5.2 Termos de Execução Cultural,LINK
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,1935,5.3 Termos de Cessão ou Uso,LINK
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,1934,5.3 Termos de Convênios (s/transferência valores),LINK
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,1936,5.3 Termos de Cooperação,LINK
363,5. Convênios e Transferências,INEXISTENTE,INEXISTENTE,INEXISTENTE,1937,5.3 Termos de Doação,LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,179308,"6.1 Relação nominal de servidores, cargo, lotação, C.H e remuneração",CONSULTA_PADRAO
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,179309,6.2 Padrão remuneratório de cargos e funções,CONSULTA_PADRAO
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,179310,6.3 Lista de estagiários,CONSULTA_PADRAO
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,179141,Folha de Pagamento,AGRUPADOR
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,179178,Servidores Cedidos/Recebidos,CONSULTA_PADRAO
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,179182,Servidores Públicos,CONSULTA_PADRAO
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,179183,Servidores Públicos Ativos,CONSULTA_PADRAO
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,1941,6.4 Lista dos terceirizados,LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,1287,6.5 a 6.6 Concursos e seletivos (Do edital as convocações),LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,1984,"Agenda de Feriados (nacionais, estaduais e municipais)",LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,1983,Calendário de Pagamentos dos Servidores,LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,2007,Campanha e vídeos sobre conflito de interesse,LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,2008,Legislação de Pessoal e PCCR,LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,2006,Lei de Conflito de Interesse,LINK
363,6. Recursos Humanos (RH),INEXISTENTE,INEXISTENTE,INEXISTENTE,2004,Portal do Servidor,LINK
363,7. Diárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,179311,7.1 Diárias,CONSULTA_PADRAO
363,7. Diárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1944,7.1.1 Lista das portarias de diárias,LINK
363,7. Diárias,INEXISTENTE,INEXISTENTE,INEXISTENTE,1943,7.2 Tabela de valores padrão de diárias - Lei nº 709/2020,LINK
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,179133,Dispensa de Licitação,CONSULTA_PADRAO
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,179142,Fornecedores Sancionados,CONSULTA_PADRAO
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,179145,Inexigibilidade de Licitação,CONSULTA_PADRAO
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,179158,Processos Licitatórios,CONSULTA_PADRAO
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,179159,Processos Licitatórios Abertos/Em andamento,CONSULTA_PADRAO
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,179162,Processos Licitatórios Finalizados,CONSULTA_PADRAO
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,1945,8.6 Plano de contratações anual,LINK
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,1949,Agente de Contratação/Equipe CPL,LINK
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,1948,Avisos de licitações publicados (histórico),LINK
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,1946,Editais de licitações por modalidade,LINK
363,8. Licitações,INEXISTENTE,INEXISTENTE,INEXISTENTE,1950,Sessões Online - Licitações transmitidas via internet,LINK
363,9. Contratos,INEXISTENTE,INEXISTENTE,INEXISTENTE,179184,Contratos,CONSULTA_PADRAO
363,9. Contratos,INEXISTENTE,INEXISTENTE,INEXISTENTE,179153,Ordem cronológica de empenhos a pagar,AGRUPADOR
363,9. Contratos,INEXISTENTE,INEXISTENTE,INEXISTENTE,179155,Ordem cronológica de empenhos pagos,AGRUPADOR
363,9. Contratos,INEXISTENTE,INEXISTENTE,INEXISTENTE,1947,Portaria de nomeação dos fiscais de contratos,LINK
